_id,recommended,rating_valuemoney,rating_overall,rating_inflightEnt,rating_cabinstaff,rating_seatcomfort,rating_foodbeverage
ObjectId(58994b009bf56223b02ae06a),1,5,10,NaN,3,3,0
ObjectId(58994b009bf56223b02ae06e),1,4,7,3,4,2,3
ObjectId(58994b009bf56223b02ae072),0,3,3,2,2,2,3
ObjectId(58994b009bf56223b02ae076),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae07a),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae07e),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02ae082),0,2,5,2,3,4,4
ObjectId(58994b009bf56223b02ae086),0,1,NaN,1,1,1,1
ObjectId(58994b009bf56223b02ae08a),1,5,9,4,5,4,4
ObjectId(58994b009bf56223b02ae08e),1,5,10,NaN,5,4,4
ObjectId(58994b009bf56223b02ae092),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02ae096),0,1,4,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae09a),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae09e),0,2,4,3,3,2,2
ObjectId(58994b009bf56223b02ae0a2),0,1,1,1,1,1,1
ObjectId(58994b009bf56223b02ae0a6),0,1,NaN,0,0,0,0
ObjectId(58994b009bf56223b02ae0aa),1,5,9,3,5,4,4
ObjectId(58994b009bf56223b02ae0ae),1,5,9,0,5,5,4
ObjectId(58994b009bf56223b02ae0b2),1,4,9,5,5,5,3
ObjectId(58994b009bf56223b02ae0b6),1,4,7,2,5,5,4
ObjectId(58994b009bf56223b02ae0ba),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae0be),1,4,8,0,5,3,2
ObjectId(58994b009bf56223b02ae0c2),0,1,NaN,NaN,1,1,1
ObjectId(58994b009bf56223b02ae0c6),1,2,2,4,5,5,4
ObjectId(58994b009bf56223b02ae0ca),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae0ce),0,2,2,1,2,2,1
ObjectId(58994b009bf56223b02ae0d2),1,4,8,4,4,4,4
ObjectId(58994b009bf56223b02ae0d6),0,3,6,0,3,5,1
ObjectId(58994b009bf56223b02ae0da),0,5,5,3,4,4,4
ObjectId(58994b009bf56223b02ae0de),1,5,8,5,5,4,3
ObjectId(58994b009bf56223b02ae0e2),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae0e6),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02ae0ea),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae0ee),1,4,10,0,5,4,5
ObjectId(58994b009bf56223b02ae0f2),1,4,9,5,5,5,5
ObjectId(58994b009bf56223b02ae0f6),1,5,10,4,5,4,5
ObjectId(58994b009bf56223b02ae0fa),0,1,1,1,3,1,2
ObjectId(58994b009bf56223b02ae0fe),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae102),0,0,1,0,1,0,0
ObjectId(58994b009bf56223b02ae106),0,1,NaN,1,1,1,2
ObjectId(58994b009bf56223b02ae10a),0,1,NaN,1,1,1,1
ObjectId(58994b009bf56223b02ae10e),0,2,NaN,2,3,1,2
ObjectId(58994b009bf56223b02ae112),1,3,8,5,5,4,3
ObjectId(58994b009bf56223b02ae116),0,3,2,1,1,2,1
ObjectId(58994b009bf56223b02ae11a),1,5,9,4,5,4,3
ObjectId(58994b009bf56223b02ae11e),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02ae122),1,5,10,3,4,3,2
ObjectId(58994b009bf56223b02ae126),0,2,NaN,0,1,2,1
ObjectId(58994b009bf56223b02ae12a),0,1,NaN,NaN,2,2,1
ObjectId(58994b009bf56223b02ae12e),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae132),0,1,NaN,1,1,1,1
ObjectId(58994b009bf56223b02ae136),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae13a),0,1,1,NaN,1,1,NaN
ObjectId(58994b009bf56223b02ae13e),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02ae142),1,5,9,4,5,4,5
ObjectId(58994b009bf56223b02ae146),0,1,1,1,3,2,2
ObjectId(58994b009bf56223b02ae14a),1,5,7,3,5,5,3
ObjectId(58994b009bf56223b02ae14e),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae152),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae156),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae15a),1,4,10,5,3,5,5
ObjectId(58994b009bf56223b02ae15e),0,1,2,1,2,1,2
ObjectId(58994b009bf56223b02ae162),1,5,10,5,5,4,5
ObjectId(58994b009bf56223b02ae166),0,1,1,1,2,3,1
ObjectId(58994b009bf56223b02ae16a),1,5,8,5,5,1,4
ObjectId(58994b009bf56223b02ae16e),0,1,5,1,4,2,2
ObjectId(58994b009bf56223b02ae172),0,1,NaN,0,2,3,0
ObjectId(58994b009bf56223b02ae176),1,5,10,5,5,4,4
ObjectId(58994b009bf56223b02ae17a),0,1,1,1,3,2,2
ObjectId(58994b009bf56223b02ae17e),0,3,2,3,4,4,4
ObjectId(58994b009bf56223b02ae182),0,2,2,1,2,1,1
ObjectId(58994b009bf56223b02ae186),0,1,3,1,4,1,1
ObjectId(58994b009bf56223b02ae18a),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae18e),1,5,9,4,4,5,4
ObjectId(58994b009bf56223b02ae192),1,5,8,5,4,5,3
ObjectId(58994b009bf56223b02ae196),1,4,8,2,5,5,4
ObjectId(58994b009bf56223b02ae19a),0,1,NaN,2,3,3,2
ObjectId(58994b009bf56223b02ae19e),1,3,8,1,5,4,4
ObjectId(58994b009bf56223b02ae1a2),1,5,7,1,4,4,2
ObjectId(58994b009bf56223b02ae1a6),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae1aa),1,3,5,2,2,5,1
ObjectId(58994b009bf56223b02ae1ae),0,3,5,4,2,3,4
ObjectId(58994b009bf56223b02ae1b2),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02ae1b6),1,4,9,0,5,5,0
ObjectId(58994b009bf56223b02ae1ba),0,3,1,0,3,2,0
ObjectId(58994b009bf56223b02ae1be),0,4,7,4,4,4,4
ObjectId(58994b009bf56223b02ae1c2),1,5,8,0,4,4,4
ObjectId(58994b009bf56223b02ae1c6),0,1,1,3,2,2,1
ObjectId(58994b009bf56223b02ae1ca),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae1ce),1,4,10,0,4,4,0
ObjectId(58994b009bf56223b02ae1d2),1,4,7,4,5,3,3
ObjectId(58994b009bf56223b02ae1d6),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae1da),1,5,9,4,5,4,4
ObjectId(58994b009bf56223b02ae1de),0,3,3,1,2,3,1
ObjectId(58994b009bf56223b02ae1e2),0,1,1,1,1,1,1
ObjectId(58994b009bf56223b02ae1e6),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae1ea),0,1,NaN,0,0,0,0
ObjectId(58994b009bf56223b02ae1ee),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae1f1),0,3,6,1,1,3,2
ObjectId(58994b009bf56223b02ae1f5),1,5,10,NaN,5,3,4
ObjectId(58994b009bf56223b02ae1f9),0,2,2,0,3,0,0
ObjectId(58994b009bf56223b02ae1fd),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae201),0,1,NaN,4,2,1,1
ObjectId(58994b009bf56223b02ae205),0,1,NaN,1,1,1,2
ObjectId(58994b009bf56223b02ae209),0,0,NaN,1,0,0,0
ObjectId(58994b009bf56223b02ae20d),1,5,10,5,4,5,5
ObjectId(58994b009bf56223b02ae211),0,NaN,3,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae215),1,4,10,5,5,4,5
ObjectId(58994b009bf56223b02ae219),1,5,9,4,5,4,4
ObjectId(58994b009bf56223b02ae21d),1,4,7,5,3,3,5
ObjectId(58994b009bf56223b02ae221),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02ae225),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02ae229),0,2,2,1,2,1,1
ObjectId(58994b009bf56223b02ae22d),1,3,7,4,4,4,4
ObjectId(58994b009bf56223b02ae231),0,3,3,3,2,3,2
ObjectId(58994b009bf56223b02ae235),1,3,6,0,3,3,4
ObjectId(58994b009bf56223b02ae239),1,4,7,1,4,3,3
ObjectId(58994b009bf56223b02ae23d),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae241),0,1,1,1,3,2,2
ObjectId(58994b009bf56223b02ae245),0,1,NaN,NaN,2,2,3
ObjectId(58994b009bf56223b02ae249),0,1,1,3,2,1,1
ObjectId(58994b009bf56223b02ae24d),0,2,2,3,2,1,2
ObjectId(58994b009bf56223b02ae251),1,5,10,0,5,4,4
ObjectId(58994b009bf56223b02ae255),0,1,1,1,1,1,1
ObjectId(58994b009bf56223b02ae259),1,5,9,4,5,4,4
ObjectId(58994b009bf56223b02ae25d),1,3,9,0,4,4,3
ObjectId(58994b009bf56223b02ae261),1,5,8,3,5,4,3
ObjectId(58994b009bf56223b02ae265),0,2,1,1,2,1,4
ObjectId(58994b009bf56223b02ae269),0,1,4,1,3,3,2
ObjectId(58994b009bf56223b02ae26d),1,5,9,0,5,5,4
ObjectId(58994b009bf56223b02ae271),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae275),0,4,NaN,1,3,3,3
ObjectId(58994b009bf56223b02ae279),0,NaN,1,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae27d),1,5,9,4,5,4,5
ObjectId(58994b009bf56223b02ae281),1,5,9,NaN,5,4,4
ObjectId(58994b009bf56223b02ae285),1,4,8,NaN,3,3,3
ObjectId(58994b009bf56223b02ae289),1,5,9,0,5,3,4
ObjectId(58994b009bf56223b02ae28d),0,4,1,1,1,1,4
ObjectId(58994b009bf56223b02ae291),0,1,1,3,1,3,3
ObjectId(58994b009bf56223b02ae295),1,1,6,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae299),0,4,4,0,2,3,1
ObjectId(58994b009bf56223b02ae29d),1,5,8,NaN,4,4,0
ObjectId(58994b009bf56223b02ae2a1),1,4,6,0,4,4,1
ObjectId(58994b009bf56223b02ae2a5),0,4,6,0,2,4,0
ObjectId(58994b009bf56223b02ae2a9),0,3,4,5,4,3,3
ObjectId(58994b009bf56223b02ae2ad),0,4,3,0,3,1,1
ObjectId(58994b009bf56223b02ae2b1),0,1,NaN,0,1,3,0
ObjectId(58994b009bf56223b02ae2b5),0,1,3,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02ae2b9),0,1,NaN,1,2,1,1
ObjectId(58994b009bf56223b02ae2bd),0,1,2,1,1,1,1
ObjectId(58994b019bf56223b02ae2c1),0,4,2,3,4,4,1
ObjectId(58994b019bf56223b02ae2c5),1,5,9,5,4,4,4
ObjectId(58994b019bf56223b02ae2c9),0,1,1,3,2,1,1
ObjectId(58994b019bf56223b02ae2cd),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae2d1),0,3,4,2,2,3,2
ObjectId(58994b019bf56223b02ae2d5),0,4,4,1,3,2,3
ObjectId(58994b019bf56223b02ae2d9),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae2dd),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae2e1),0,1,2,1,1,3,4
ObjectId(58994b019bf56223b02ae2e5),1,5,10,5,5,4,5
ObjectId(58994b019bf56223b02ae2e9),0,4,6,4,4,1,5
ObjectId(58994b019bf56223b02ae2ed),1,4,8,4,3,5,3
ObjectId(58994b019bf56223b02ae2f1),0,1,1,4,1,4,4
ObjectId(58994b019bf56223b02ae2f5),0,2,2,0,1,3,2
ObjectId(58994b019bf56223b02ae2f9),0,3,6,NaN,4,2,3
ObjectId(58994b019bf56223b02ae2fd),1,4,8,4,4,4,4
ObjectId(58994b019bf56223b02ae301),0,3,4,1,1,3,2
ObjectId(58994b019bf56223b02ae305),0,NaN,8,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae309),1,5,10,5,5,5,3
ObjectId(58994b019bf56223b02ae30d),0,1,1,2,4,1,3
ObjectId(58994b019bf56223b02ae311),0,1,NaN,0,1,0,0
ObjectId(58994b019bf56223b02ae315),1,5,10,5,5,5,5
ObjectId(58994b019bf56223b02ae319),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae31d),0,1,1,1,1,3,3
ObjectId(58994b019bf56223b02ae321),1,5,9,5,2,5,5
ObjectId(58994b019bf56223b02ae325),1,5,8,5,5,3,5
ObjectId(58994b019bf56223b02ae329),0,2,1,1,3,2,0
ObjectId(58994b019bf56223b02ae32d),0,1,2,4,3,4,3
ObjectId(58994b019bf56223b02ae331),1,5,10,0,5,5,0
ObjectId(58994b019bf56223b02ae335),0,1,NaN,0,1,0,0
ObjectId(58994b019bf56223b02ae339),0,1,1,NaN,1,3,0
ObjectId(58994b019bf56223b02ae33d),1,5,8,5,5,3,1
ObjectId(58994b019bf56223b02ae341),1,5,10,5,5,4,5
ObjectId(58994b019bf56223b02ae345),0,1,NaN,1,1,1,1
ObjectId(58994b019bf56223b02ae349),0,3,5,3,4,5,3
ObjectId(58994b019bf56223b02ae34d),0,2,1,3,1,3,3
ObjectId(58994b019bf56223b02ae351),1,4,8,1,5,4,3
ObjectId(58994b019bf56223b02ae355),0,0,1,0,2,0,0
ObjectId(58994b019bf56223b02ae359),0,3,4,NaN,2,1,3
ObjectId(58994b019bf56223b02ae35d),1,5,10,0,5,5,5
ObjectId(58994b019bf56223b02ae361),1,4,9,4,5,4,5
ObjectId(58994b019bf56223b02ae365),0,3,NaN,0,4,3,2
ObjectId(58994b019bf56223b02ae369),0,4,NaN,NaN,1,1,0
ObjectId(58994b019bf56223b02ae36d),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae371),1,5,9,3,5,5,4
ObjectId(58994b019bf56223b02ae375),0,2,1,1,4,1,3
ObjectId(58994b019bf56223b02ae379),1,5,10,5,5,5,5
ObjectId(58994b019bf56223b02ae37d),0,1,1,1,1,1,1
ObjectId(58994b019bf56223b02ae381),1,5,9,3,4,5,5
ObjectId(58994b019bf56223b02ae385),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae389),0,3,6,1,4,2,3
ObjectId(58994b019bf56223b02ae38d),1,5,10,0,5,4,4
ObjectId(58994b019bf56223b02ae391),0,1,1,2,1,1,1
ObjectId(58994b019bf56223b02ae395),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae399),0,1,5,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae39d),0,3,3,0,3,3,3
ObjectId(58994b019bf56223b02ae3a1),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae3a5),0,NaN,5,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae3a9),0,1,5,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae3ad),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae3b1),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae3b5),0,1,1,1,1,1,1
ObjectId(58994b019bf56223b02ae3b9),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae3bd),0,1,4,2,1,1,1
ObjectId(58994b019bf56223b02ae3c1),0,NaN,1,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae3c5),1,1,6,1,4,2,2
ObjectId(58994b019bf56223b02ae3c9),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae3cd),1,3,5,2,2,4,3
ObjectId(58994b019bf56223b02ae3d1),0,1,8,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae3d5),0,3,5,3,4,4,4
ObjectId(58994b019bf56223b02ae3d9),0,1,1,2,1,2,2
ObjectId(58994b019bf56223b02ae3dd),0,3,4,4,2,5,1
ObjectId(58994b019bf56223b02ae3e1),0,1,1,1,1,1,1
ObjectId(58994b019bf56223b02ae3e5),1,4,8,4,5,4,4
ObjectId(58994b019bf56223b02ae3e9),0,4,2,1,1,2,1
ObjectId(58994b019bf56223b02ae3ed),1,5,9,0,5,5,4
ObjectId(58994b019bf56223b02ae3f1),1,5,10,5,5,5,5
ObjectId(58994b019bf56223b02ae3f5),1,5,8,5,3,5,4
ObjectId(58994b019bf56223b02ae3f9),0,1,NaN,0,1,1,0
ObjectId(58994b019bf56223b02ae3fd),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae401),0,1,1,1,1,1,1
ObjectId(58994b019bf56223b02ae405),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae409),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae40d),0,1,3,2,1,3,2
ObjectId(58994b019bf56223b02ae411),0,3,5,0,3,4,2
ObjectId(58994b019bf56223b02ae415),0,5,5,NaN,3,3,1
ObjectId(58994b019bf56223b02ae419),1,5,8,3,1,3,3
ObjectId(58994b019bf56223b02ae41d),0,1,NaN,0,1,4,0
ObjectId(58994b019bf56223b02ae420),0,1,1,1,3,1,3
ObjectId(58994b019bf56223b02ae424),0,2,1,5,5,1,3
ObjectId(58994b019bf56223b02ae428),1,4,8,3,4,4,4
ObjectId(58994b019bf56223b02ae42c),0,2,4,4,2,4,3
ObjectId(58994b019bf56223b02ae430),0,3,1,0,2,4,0
ObjectId(58994b019bf56223b02ae434),0,0,NaN,NaN,1,4,4
ObjectId(58994b019bf56223b02ae438),0,2,NaN,0,1,3,0
ObjectId(58994b019bf56223b02ae43c),1,4,4,3,4,4,3
ObjectId(58994b019bf56223b02ae440),0,3,3,1,3,2,1
ObjectId(58994b019bf56223b02ae444),0,2,1,1,1,3,1
ObjectId(58994b019bf56223b02ae448),1,3,8,2,5,4,1
ObjectId(58994b019bf56223b02ae44c),1,4,4,1,4,4,3
ObjectId(58994b019bf56223b02ae450),1,5,9,5,4,5,5
ObjectId(58994b019bf56223b02ae454),1,5,8,NaN,5,5,NaN
ObjectId(58994b019bf56223b02ae458),0,2,3,0,3,3,1
ObjectId(58994b019bf56223b02ae45c),1,4,8,NaN,4,4,4
ObjectId(58994b019bf56223b02ae460),0,0,2,3,0,1,1
ObjectId(58994b019bf56223b02ae464),0,1,2,1,3,1,1
ObjectId(58994b019bf56223b02ae468),1,4,5,NaN,4,4,4
ObjectId(58994b019bf56223b02ae46c),0,3,4,4,4,3,1
ObjectId(58994b019bf56223b02ae470),0,NaN,5,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae474),0,4,2,2,1,3,1
ObjectId(58994b019bf56223b02ae478),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae47c),0,1,1,NaN,2,2,1
ObjectId(58994b019bf56223b02ae480),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae484),1,4,8,2,4,4,4
ObjectId(58994b019bf56223b02ae488),0,NaN,1,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae48c),0,2,2,1,1,4,1
ObjectId(58994b019bf56223b02ae490),1,5,10,4,4,2,4
ObjectId(58994b019bf56223b02ae494),0,3,5,1,1,5,4
ObjectId(58994b019bf56223b02ae498),1,5,8,NaN,4,4,0
ObjectId(58994b019bf56223b02ae49c),0,2,NaN,3,1,1,3
ObjectId(58994b019bf56223b02ae4a0),0,1,5,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae4a4),1,5,8,NaN,5,4,5
ObjectId(58994b019bf56223b02ae4a8),1,5,9,4,5,5,5
ObjectId(58994b019bf56223b02ae4ac),1,4,8,4,4,4,4
ObjectId(58994b019bf56223b02ae4b0),1,3,9,4,5,2,5
ObjectId(58994b019bf56223b02ae4b4),1,5,10,NaN,5,4,0
ObjectId(58994b019bf56223b02ae4b8),1,4,9,2,4,3,4
ObjectId(58994b019bf56223b02ae4bc),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae4c0),1,4,7,5,4,4,4
ObjectId(58994b019bf56223b02ae4c4),1,4,9,0,5,4,5
ObjectId(58994b019bf56223b02ae4c8),1,5,10,5,4,4,4
ObjectId(58994b019bf56223b02ae4cc),1,5,8,0,5,2,0
ObjectId(58994b019bf56223b02ae4d0),1,5,9,0,5,4,3
ObjectId(58994b019bf56223b02ae4d4),0,1,NaN,3,1,3,1
ObjectId(58994b019bf56223b02ae4d8),1,5,5,1,5,2,1
ObjectId(58994b019bf56223b02ae4dc),1,5,10,5,5,4,5
ObjectId(58994b019bf56223b02ae4e0),1,5,10,NaN,5,4,4
ObjectId(58994b019bf56223b02ae4e4),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae4e8),0,3,6,3,2,2,1
ObjectId(58994b019bf56223b02ae4ec),0,0,2,0,0,0,0
ObjectId(58994b019bf56223b02ae4f0),1,4,10,1,5,5,4
ObjectId(58994b019bf56223b02ae4f4),0,1,1,2,3,1,1
ObjectId(58994b019bf56223b02ae4f8),0,1,1,2,2,2,1
ObjectId(58994b019bf56223b02ae4fc),0,1,1,NaN,1,1,0
ObjectId(58994b019bf56223b02ae500),0,2,1,1,1,5,1
ObjectId(58994b019bf56223b02ae504),0,2,2,3,3,3,3
ObjectId(58994b019bf56223b02ae508),1,5,10,5,5,5,5
ObjectId(58994b019bf56223b02ae50c),1,5,8,5,4,4,4
ObjectId(58994b019bf56223b02ae510),1,3,6,NaN,3,3,NaN
ObjectId(58994b019bf56223b02ae514),0,1,1,1,4,1,1
ObjectId(58994b019bf56223b02ae518),0,4,6,4,3,2,3
ObjectId(58994b019bf56223b02ae51c),0,1,3,1,2,2,3
ObjectId(58994b019bf56223b02ae520),0,4,4,3,1,3,3
ObjectId(58994b019bf56223b02ae524),1,5,8,NaN,5,1,3
ObjectId(58994b019bf56223b02ae528),1,5,8,3,4,4,4
ObjectId(58994b019bf56223b02ae52c),1,3,9,1,4,4,3
ObjectId(58994b019bf56223b02ae530),1,4,7,NaN,3,1,3
ObjectId(58994b019bf56223b02ae534),1,5,10,5,5,4,5
ObjectId(58994b019bf56223b02ae538),0,1,1,1,1,2,1
ObjectId(58994b019bf56223b02ae53c),1,4,10,5,5,4,5
ObjectId(58994b019bf56223b02ae540),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae544),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae548),1,5,9,0,5,5,3
ObjectId(58994b019bf56223b02ae54c),0,3,3,1,4,3,4
ObjectId(58994b019bf56223b02ae550),0,1,NaN,1,1,1,1
ObjectId(58994b019bf56223b02ae554),0,3,5,3,4,4,4
ObjectId(58994b019bf56223b02ae558),1,5,10,5,5,5,5
ObjectId(58994b019bf56223b02ae55c),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b019bf56223b02ae560),0,2,4,NaN,1,3,2
ObjectId(58994b019bf56223b02ae564),0,2,1,3,2,1,1
ObjectId(58994b019bf56223b02ae568),1,2,3,3,4,3,3
ObjectId(58994aff9bf56223b02ad79e),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add25),1,5,8,0,5,4,0
ObjectId(58994b009bf56223b02add26),1,5,9,2,5,5,4
ObjectId(58994b009bf56223b02add28),0,0,NaN,0,0,0,0
ObjectId(58994b009bf56223b02add29),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add2a),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add2b),1,5,9,4,4,5,4
ObjectId(58994b009bf56223b02add2c),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add2d),0,3,5,4,1,2,3
ObjectId(58994b009bf56223b02add2e),0,1,6,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add2f),0,1,1,3,2,3,2
ObjectId(58994b009bf56223b02add30),1,4,9,4,5,4,4
ObjectId(58994b009bf56223b02add31),1,4,6,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add32),1,1,7,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add33),1,3,7,2,3,4,2
ObjectId(58994b009bf56223b02add34),1,5,8,3,4,4,4
ObjectId(58994b009bf56223b02add35),0,2,5,4,3,3,3
ObjectId(58994b009bf56223b02add36),0,3,2,2,1,3,2
ObjectId(58994b009bf56223b02add37),1,4,7,3,4,3,5
ObjectId(58994b009bf56223b02add38),1,5,10,1,5,5,2
ObjectId(58994b009bf56223b02add3a),0,1,NaN,0,1,1,1
ObjectId(58994b009bf56223b02add3c),1,4,9,2,5,3,4
ObjectId(58994b009bf56223b02add3e),0,1,3,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add40),0,5,1,1,5,5,5
ObjectId(58994b009bf56223b02add42),0,1,1,1,1,3,1
ObjectId(58994b009bf56223b02add44),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02add46),0,1,1,1,1,1,1
ObjectId(58994b009bf56223b02add48),0,1,1,1,2,3,NaN
ObjectId(58994b009bf56223b02add4a),0,2,2,4,4,2,4
ObjectId(58994b009bf56223b02add4c),0,1,1,1,1,1,1
ObjectId(58994b009bf56223b02add4e),1,5,8,1,5,4,3
ObjectId(58994b009bf56223b02add50),1,3,5,5,5,3,5
ObjectId(58994b009bf56223b02add52),1,5,7,5,5,3,3
ObjectId(58994b009bf56223b02add54),1,5,8,0,5,4,4
ObjectId(58994b009bf56223b02add56),1,5,8,3,3,3,3
ObjectId(58994b009bf56223b02add58),1,4,9,4,5,5,5
ObjectId(58994b009bf56223b02add5a),1,5,9,5,5,5,5
ObjectId(58994b009bf56223b02add5c),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add5e),1,4,6,1,3,5,4
ObjectId(58994b009bf56223b02add5f),0,1,NaN,1,4,1,3
ObjectId(58994b009bf56223b02add60),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02add61),1,5,8,NaN,5,4,3
ObjectId(58994b009bf56223b02add63),1,4,5,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add65),0,1,NaN,1,1,1,1
ObjectId(58994b009bf56223b02add67),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02add69),1,5,10,NaN,5,5,3
ObjectId(58994b009bf56223b02add6b),1,2,5,NaN,4,2,1
ObjectId(58994b009bf56223b02add6d),0,1,1,1,2,1,2
ObjectId(58994b009bf56223b02add6f),1,4,9,4,5,4,5
ObjectId(58994b009bf56223b02add70),1,5,10,1,5,5,5
ObjectId(58994b009bf56223b02add71),1,5,10,5,5,5,5
ObjectId(58994b009bf56223b02add72),0,NaN,5,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add73),1,5,10,1,5,5,3
ObjectId(58994b009bf56223b02add74),0,1,NaN,0,1,0,0
ObjectId(58994b009bf56223b02add76),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b009bf56223b02add78),0,1,NaN,2,2,2,2
ObjectId(58994b009bf56223b02add7a),0,1,1,1,1,1,1
ObjectId(58994b009bf56223b02add7c),0,1,1,NaN,NaN,NaN,NaN
