_id,recommended,rating_valuemoney,rating_overall,rating_inflightEnt,rating_cabinstaff,rating_seatcomfort,rating_foodbeverage
ObjectId(58994b129bf56223b02b4553),0,3,5,2,4,1,2
ObjectId(58994b129bf56223b02b4557),1,3,7,2,5,4,5
ObjectId(58994b129bf56223b02b455b),1,4,7,4,3,4,4
ObjectId(58994b129bf56223b02b455f),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4563),0,2,1,2,2,1,1
ObjectId(58994b129bf56223b02b4567),0,1,2,1,2,3,1
ObjectId(58994b129bf56223b02b456b),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b456f),1,4,8,3,4,5,4
ObjectId(58994b129bf56223b02b4573),0,4,3,0,3,4,0
ObjectId(58994b129bf56223b02b4577),0,2,3,4,1,4,2
ObjectId(58994b129bf56223b02b457b),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b457f),0,1,1,1,1,1,1
ObjectId(58994b129bf56223b02b4583),1,5,6,1,2,4,1
ObjectId(58994b129bf56223b02b4587),0,2,NaN,2,1,2,1
ObjectId(58994b129bf56223b02b458c),0,3,2,3,1,2,2
ObjectId(58994b129bf56223b02b4590),0,1,NaN,NaN,2,3,0
ObjectId(58994b129bf56223b02b4594),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4598),1,3,8,2,4,2,3
ObjectId(58994b129bf56223b02b459c),0,4,2,0,4,3,4
ObjectId(58994b129bf56223b02b45a0),0,1,4,NaN,1,4,3
ObjectId(58994b129bf56223b02b45a4),0,2,4,3,3,1,2
ObjectId(58994b129bf56223b02b45a8),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b45ac),0,3,6,1,2,2,3
ObjectId(58994b129bf56223b02b45b0),0,1,5,1,2,2,2
ObjectId(58994b129bf56223b02b45b4),0,1,1,1,1,1,1
ObjectId(58994b129bf56223b02b45b9),0,1,1,0,2,4,1
ObjectId(58994b129bf56223b02b45bd),0,2,2,1,3,1,0
ObjectId(58994b129bf56223b02b45c1),1,4,5,3,4,3,3
ObjectId(58994b129bf56223b02b45c5),1,5,9,2,5,5,5
ObjectId(58994b129bf56223b02b45c9),0,3,5,4,2,4,1
ObjectId(58994b129bf56223b02b45cd),1,4,6,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b45d1),0,1,1,4,2,2,1
ObjectId(58994b129bf56223b02b45d4),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b45d8),0,2,2,0,1,2,0
ObjectId(58994b129bf56223b02b45dc),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b45e1),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b428b),0,1,1,2,1,2,2
ObjectId(58994b119bf56223b02b428f),0,1,5,2,5,1,2
ObjectId(58994b119bf56223b02b4293),1,5,9,4,5,5,5
ObjectId(58994b119bf56223b02b4297),1,4,8,3,4,4,4
ObjectId(58994b119bf56223b02b429b),0,0,NaN,1,4,3,0
ObjectId(58994b119bf56223b02b429f),0,1,4,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b42a3),0,4,3,0,1,3,1
ObjectId(58994b119bf56223b02b42a7),1,5,9,4,5,4,5
ObjectId(58994b119bf56223b02b42ab),0,2,3,4,3,3,1
ObjectId(58994b119bf56223b02b42af),1,4,6,NaN,4,3,4
ObjectId(58994b119bf56223b02b42b3),1,5,6,2,4,3,3
ObjectId(58994b119bf56223b02b42b7),0,1,NaN,1,1,2,1
ObjectId(58994b119bf56223b02b42bb),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b42bf),1,3,8,3,4,2,3
ObjectId(58994b119bf56223b02b42c3),0,1,1,1,1,1,1
ObjectId(58994b119bf56223b02b42c7),1,4,7,5,3,2,3
ObjectId(58994b119bf56223b02b42cb),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b42cf),1,4,7,5,3,2,3
ObjectId(58994b119bf56223b02b42d3),0,2,2,1,3,1,3
ObjectId(58994b119bf56223b02b42d7),1,4,8,3,4,4,4
ObjectId(58994b119bf56223b02b42db),1,3,5,1,4,2,3
ObjectId(58994b119bf56223b02b42df),1,4,7,NaN,4,3,3
ObjectId(58994b119bf56223b02b42e3),0,2,2,1,1,2,2
ObjectId(58994b119bf56223b02b42e7),1,4,10,3,5,4,3
ObjectId(58994b119bf56223b02b42eb),1,5,10,NaN,5,4,0
ObjectId(58994b119bf56223b02b42ef),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b42f3),1,4,7,4,5,4,4
ObjectId(58994b119bf56223b02b42f7),1,4,7,1,3,3,3
ObjectId(58994b119bf56223b02b42fb),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b42ff),0,1,1,3,1,2,2
ObjectId(58994b119bf56223b02b4303),1,4,7,3,3,4,4
ObjectId(58994b119bf56223b02b4307),1,5,8,0,5,4,4
ObjectId(58994b119bf56223b02b430b),0,2,2,4,3,1,3
ObjectId(58994b119bf56223b02b430f),1,3,8,3,3,3,3
ObjectId(58994b119bf56223b02b4313),0,1,2,2,2,3,1
ObjectId(58994b119bf56223b02b4317),1,5,10,4,5,5,5
ObjectId(58994b119bf56223b02b431b),0,3,7,3,2,3,1
ObjectId(58994b119bf56223b02b431f),0,2,1,4,1,3,3
ObjectId(58994b119bf56223b02b4323),0,2,2,2,3,2,2
ObjectId(58994b119bf56223b02b4327),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b432b),0,1,3,1,4,2,4
ObjectId(58994b119bf56223b02b432f),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b4333),0,3,3,0,5,1,5
ObjectId(58994b119bf56223b02b4337),0,NaN,3,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b433b),0,3,1,1,1,2,1
ObjectId(58994b119bf56223b02b433f),0,1,1,5,5,5,1
ObjectId(58994b119bf56223b02b4343),0,2,3,3,4,2,4
ObjectId(58994b119bf56223b02b4347),0,1,NaN,0,1,2,1
ObjectId(58994b119bf56223b02b434b),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b434f),1,5,7,2,5,5,3
ObjectId(58994b119bf56223b02b4353),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b4357),1,4,9,5,5,5,5
ObjectId(58994b119bf56223b02b435b),1,3,9,0,4,5,5
ObjectId(58994b119bf56223b02b435f),1,4,8,5,5,4,4
ObjectId(58994b119bf56223b02b4363),0,3,2,2,4,2,4
ObjectId(58994b119bf56223b02b4367),1,5,7,3,4,2,4
ObjectId(58994b119bf56223b02b436b),1,4,10,NaN,0,3,0
ObjectId(58994b119bf56223b02b436f),0,4,4,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b4373),1,4,6,3,2,3,4
ObjectId(58994b119bf56223b02b4377),1,4,7,5,3,3,4
ObjectId(58994b119bf56223b02b437b),0,1,1,1,3,1,2
ObjectId(58994b119bf56223b02b437f),1,4,10,0,5,4,4
ObjectId(58994b119bf56223b02b4383),0,1,3,1,1,2,2
ObjectId(58994b119bf56223b02b4387),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b438b),0,2,4,1,5,4,5
ObjectId(58994b119bf56223b02b438f),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b4393),1,4,7,3,5,4,3
ObjectId(58994b119bf56223b02b4397),1,4,9,4,4,4,4
ObjectId(58994b119bf56223b02b439b),1,4,7,3,5,4,4
ObjectId(58994b119bf56223b02b439f),0,3,NaN,0,1,5,3
ObjectId(58994b119bf56223b02b43a3),1,3,7,0,4,4,3
ObjectId(58994b119bf56223b02b43a7),0,2,2,1,1,3,1
ObjectId(58994b119bf56223b02b43ab),0,1,1,1,1,2,1
ObjectId(58994b119bf56223b02b43af),0,3,2,3,1,2,1
ObjectId(58994b119bf56223b02b43b3),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b43b7),0,1,1,1,1,1,1
ObjectId(58994b119bf56223b02b43bb),0,1,NaN,1,3,1,3
ObjectId(58994b119bf56223b02b43bf),0,1,1,1,1,1,1
ObjectId(58994b119bf56223b02b43c3),0,2,1,0,1,2,0
ObjectId(58994b119bf56223b02b43c7),1,3,5,3,3,3,3
ObjectId(58994b119bf56223b02b43cb),0,1,1,1,1,1,1
ObjectId(58994b119bf56223b02b43cf),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b43d3),0,1,NaN,1,1,1,1
ObjectId(58994b119bf56223b02b43d7),0,0,NaN,0,0,0,0
ObjectId(58994b119bf56223b02b43db),1,3,10,4,5,3,5
ObjectId(58994b119bf56223b02b43df),0,1,4,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b43e3),0,0,NaN,0,0,0,0
ObjectId(58994b119bf56223b02b43e7),1,4,6,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b43eb),1,4,6,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b43ef),0,2,5,5,5,1,5
ObjectId(58994b119bf56223b02b43f3),0,4,3,2,3,3,3
ObjectId(58994b119bf56223b02b43f7),1,4,8,2,4,4,3
ObjectId(58994b119bf56223b02b43fb),1,3,6,1,3,3,2
ObjectId(58994b119bf56223b02b43ff),1,4,8,4,5,3,4
ObjectId(58994b119bf56223b02b4403),1,5,10,NaN,5,4,4
ObjectId(58994b119bf56223b02b4407),1,5,10,4,5,5,4
ObjectId(58994b119bf56223b02b440b),1,3,8,4,4,4,4
ObjectId(58994b119bf56223b02b440f),0,3,3,3,2,3,3
ObjectId(58994b119bf56223b02b4413),0,2,3,3,2,2,2
ObjectId(58994b119bf56223b02b4417),1,4,7,2,3,4,3
ObjectId(58994b119bf56223b02b441b),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b441f),0,1,1,4,4,5,2
ObjectId(58994b119bf56223b02b4423),1,4,8,2,5,3,5
ObjectId(58994b119bf56223b02b4427),1,2,4,3,4,4,2
ObjectId(58994b119bf56223b02b442b),0,2,3,2,2,2,2
ObjectId(58994b119bf56223b02b442f),1,4,9,3,5,5,5
ObjectId(58994b119bf56223b02b4433),1,2,7,NaN,4,3,0
ObjectId(58994b119bf56223b02b4437),1,4,8,2,4,5,4
ObjectId(58994b119bf56223b02b443b),0,3,4,1,5,1,4
ObjectId(58994b119bf56223b02b443f),0,1,1,1,1,1,1
ObjectId(58994b119bf56223b02b4443),1,5,10,5,5,4,5
ObjectId(58994b119bf56223b02b4447),0,1,1,1,2,1,2
ObjectId(58994b119bf56223b02b444b),0,1,3,3,2,3,1
ObjectId(58994b119bf56223b02b444f),1,5,8,5,5,4,4
ObjectId(58994b119bf56223b02b4453),0,3,5,0,3,1,2
ObjectId(58994b119bf56223b02b4457),0,1,1,1,1,1,1
ObjectId(58994b119bf56223b02b445b),0,1,1,1,1,1,1
ObjectId(58994b119bf56223b02b445e),1,4,8,2,5,4,2
ObjectId(58994b119bf56223b02b445f),1,5,10,3,5,4,5
ObjectId(58994b119bf56223b02b4460),1,4,8,1,4,4,1
ObjectId(58994b119bf56223b02b4461),0,NaN,3,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b4462),0,1,NaN,1,1,1,1
ObjectId(58994b119bf56223b02b4463),0,NaN,6,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b4464),1,4,8,5,4,4,3
ObjectId(58994b119bf56223b02b4465),0,0,1,0,0,0,0
ObjectId(58994b119bf56223b02b4466),0,1,NaN,0,2,3,0
ObjectId(58994b119bf56223b02b446c),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b119bf56223b02b446e),0,1,3,3,3,2,3
ObjectId(58994b129bf56223b02b45e5),0,1,1,NaN,1,1,NaN
ObjectId(58994b129bf56223b02b45e8),0,2,1,1,2,1,2
ObjectId(58994b129bf56223b02b45ec),0,3,NaN,1,1,3,1
ObjectId(58994b129bf56223b02b45f0),1,5,9,5,5,5,5
ObjectId(58994b129bf56223b02b45f4),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b45f8),1,5,9,5,5,4,5
ObjectId(58994b129bf56223b02b45fc),0,1,1,NaN,1,1,1
ObjectId(58994b129bf56223b02b4600),0,3,NaN,0,1,2,2
ObjectId(58994b129bf56223b02b4605),1,5,8,4,4,3,4
ObjectId(58994b129bf56223b02b4609),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b460c),1,4,9,5,5,3,4
ObjectId(58994b129bf56223b02b460f),0,1,NaN,0,1,1,1
ObjectId(58994b129bf56223b02b4612),0,1,2,0,1,1,0
ObjectId(58994b129bf56223b02b4615),1,3,7,0,4,3,3
ObjectId(58994b129bf56223b02b4618),1,3,6,2,3,3,3
ObjectId(58994b129bf56223b02b461b),1,5,8,4,4,4,3
ObjectId(58994b129bf56223b02b461e),0,2,3,2,2,2,1
ObjectId(58994b129bf56223b02b4621),0,2,1,1,1,2,2
ObjectId(58994b129bf56223b02b4624),1,5,10,5,5,5,3
ObjectId(58994b129bf56223b02b4627),0,3,NaN,0,2,2,4
ObjectId(58994b129bf56223b02b462a),0,1,NaN,1,0,2,1
ObjectId(58994b129bf56223b02b462f),0,3,5,1,3,1,2
ObjectId(58994b129bf56223b02b4632),1,4,10,4,5,4,5
ObjectId(58994b129bf56223b02b4635),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4638),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b463b),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b463e),0,2,3,3,3,3,1
ObjectId(58994b129bf56223b02b4641),1,4,10,3,5,5,4
ObjectId(58994b129bf56223b02b4644),1,0,7,0,0,0,0
ObjectId(58994b129bf56223b02b4647),0,2,4,1,4,3,2
ObjectId(58994b129bf56223b02b464a),1,5,10,5,5,5,5
ObjectId(58994b129bf56223b02b464d),0,4,2,NaN,1,3,2
ObjectId(58994b129bf56223b02b464e),0,3,3,2,1,3,3
ObjectId(58994b129bf56223b02b464f),0,1,NaN,1,1,1,1
ObjectId(58994b129bf56223b02b4650),0,2,2,1,4,1,1
ObjectId(58994b129bf56223b02b4651),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4654),1,5,10,4,4,4,3
ObjectId(58994b129bf56223b02b466c),1,4,7,2,4,4,4
ObjectId(58994b129bf56223b02b466f),1,4,9,4,5,4,5
ObjectId(58994b129bf56223b02b4672),0,1,1,NaN,4,3,NaN
ObjectId(58994b129bf56223b02b4675),0,2,3,3,1,3,2
ObjectId(58994b129bf56223b02b4678),1,4,10,4,5,5,5
ObjectId(58994b129bf56223b02b467b),1,5,9,4,5,5,5
ObjectId(58994b129bf56223b02b467e),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4681),1,4,8,4,5,4,3
ObjectId(58994b129bf56223b02b4684),0,3,3,0,3,2,3
ObjectId(58994b129bf56223b02b4687),1,5,9,0,5,4,4
ObjectId(58994b129bf56223b02b468a),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b468d),1,4,8,4,3,4,4
ObjectId(58994b129bf56223b02b4690),1,4,8,1,3,3,0
ObjectId(58994b129bf56223b02b4693),1,3,7,0,2,3,2
ObjectId(58994b129bf56223b02b4696),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4699),0,1,1,1,2,2,1
ObjectId(58994b129bf56223b02b469c),1,4,9,4,5,3,3
ObjectId(58994b129bf56223b02b469f),0,2,NaN,1,1,1,1
ObjectId(58994b129bf56223b02b46a2),0,3,2,2,1,3,1
ObjectId(58994b129bf56223b02b46a5),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b46a8),1,5,9,5,5,5,4
ObjectId(58994b129bf56223b02b46ab),0,2,1,1,1,2,3
ObjectId(58994b129bf56223b02b46ae),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b46b1),1,4,6,5,2,5,3
ObjectId(58994b129bf56223b02b46b4),0,3,3,3,1,4,1
ObjectId(58994b129bf56223b02b46b7),1,4,9,5,5,3,5
ObjectId(58994b129bf56223b02b46ba),0,4,5,1,2,4,2
ObjectId(58994b129bf56223b02b446f),1,5,10,3,5,5,5
ObjectId(58994b129bf56223b02b4471),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4475),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4479),0,2,3,0,3,3,0
ObjectId(58994b129bf56223b02b447d),1,4,9,0,5,4,3
ObjectId(58994b129bf56223b02b4486),1,3,5,5,1,4,2
ObjectId(58994b129bf56223b02b448a),1,5,8,4,4,4,3
ObjectId(58994b129bf56223b02b448e),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4492),1,3,7,3,2,4,3
ObjectId(58994b129bf56223b02b4496),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b449a),1,5,8,NaN,4,4,4
ObjectId(58994b129bf56223b02b449e),1,5,10,NaN,3,5,2
ObjectId(58994b129bf56223b02b44a2),0,1,NaN,2,1,1,2
ObjectId(58994b129bf56223b02b44a6),0,1,1,1,3,1,1
ObjectId(58994b129bf56223b02b44aa),0,3,2,1,1,2,2
ObjectId(58994b129bf56223b02b44ad),0,1,NaN,3,1,3,3
ObjectId(58994b129bf56223b02b44ae),0,3,7,2,2,4,3
ObjectId(58994b129bf56223b02b44af),0,5,5,0,3,1,2
ObjectId(58994b129bf56223b02b44b0),0,3,NaN,3,1,4,4
ObjectId(58994b129bf56223b02b44b4),0,3,4,0,3,2,0
ObjectId(58994b129bf56223b02b44b8),1,5,9,1,5,4,4
ObjectId(58994b129bf56223b02b44bc),0,3,1,NaN,1,3,2
ObjectId(58994b129bf56223b02b44c0),1,5,9,5,4,5,4
ObjectId(58994b129bf56223b02b44c4),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b44c8),1,1,9,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b44cc),1,3,8,2,4,5,4
ObjectId(58994b129bf56223b02b44d0),1,5,10,1,4,4,4
ObjectId(58994b129bf56223b02b44d4),1,4,8,2,4,4,4
ObjectId(58994b129bf56223b02b44d8),1,4,7,4,3,4,4
ObjectId(58994b129bf56223b02b44dc),1,3,8,0,3,4,5
ObjectId(58994b129bf56223b02b44e0),0,1,1,1,2,1,1
ObjectId(58994b129bf56223b02b44e4),1,5,8,0,5,4,2
ObjectId(58994b129bf56223b02b44e7),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b44eb),1,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b44ef),1,5,10,0,4,4,4
ObjectId(58994b129bf56223b02b44f3),1,5,10,5,4,5,5
ObjectId(58994b129bf56223b02b44f7),1,5,9,4,5,5,5
ObjectId(58994b129bf56223b02b44fb),0,1,NaN,0,2,3,3
ObjectId(58994b129bf56223b02b44ff),0,NaN,6,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4504),0,1,1,2,1,1,1
ObjectId(58994b129bf56223b02b4508),1,4,8,NaN,4,3,0
ObjectId(58994b129bf56223b02b450c),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4510),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4514),1,5,10,4,4,5,5
ObjectId(58994b129bf56223b02b4517),0,1,1,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b451b),0,2,NaN,0,1,0,0
ObjectId(58994b129bf56223b02b451f),1,4,9,NaN,5,4,4
ObjectId(58994b129bf56223b02b4523),1,4,7,4,3,5,4
ObjectId(58994b129bf56223b02b4527),1,5,10,NaN,5,5,0
ObjectId(58994b129bf56223b02b452b),0,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4530),1,4,8,4,5,4,4
ObjectId(58994b129bf56223b02b4534),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4538),0,1,1,3,1,1,1
ObjectId(58994b129bf56223b02b453c),0,1,4,1,3,1,2
ObjectId(58994b129bf56223b02b4540),1,5,8,5,4,5,4
ObjectId(58994b129bf56223b02b4544),1,4,7,5,2,3,3
ObjectId(58994b129bf56223b02b4548),1,4,8,4,4,3,4
ObjectId(58994b129bf56223b02b454c),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4550),0,2,2,NaN,1,NaN,NaN
ObjectId(58994b129bf56223b02b4554),1,5,7,5,3,3,4
ObjectId(58994b129bf56223b02b4558),0,3,1,1,4,1,1
ObjectId(58994b129bf56223b02b455c),1,5,10,NaN,4,4,3
ObjectId(58994b129bf56223b02b4560),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b4564),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0e9bf56223b02b3008),0,1,NaN,0,0,0,0
ObjectId(58994b109bf56223b02b3a87),0,1,1,1,1,1,2
ObjectId(58994b109bf56223b02b3a88),1,5,10,3,5,5,5
ObjectId(58994b109bf56223b02b3a89),1,5,8,5,5,5,5
ObjectId(58994b109bf56223b02b3a8a),1,0,10,0,0,0,0
ObjectId(58994b109bf56223b02b3a8b),1,4,10,5,5,5,5
ObjectId(58994b109bf56223b02b3a8c),0,4,5,1,4,2,1
ObjectId(58994b109bf56223b02b3a8d),1,5,10,3,4,3,3
ObjectId(58994b109bf56223b02b3a8e),1,0,8,0,0,0,0
ObjectId(58994b109bf56223b02b3a8f),1,4,8,1,4,3,4
ObjectId(58994b109bf56223b02b3a90),0,2,4,1,1,4,3
ObjectId(58994b109bf56223b02b3a91),1,4,10,3,5,4,4
ObjectId(58994b109bf56223b02b3a92),0,3,3,2,1,2,2
ObjectId(58994b109bf56223b02b3a93),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994b109bf56223b02b3a94),0,2,1,3,2,4,1
ObjectId(58994b109bf56223b02b3a95),1,4,8,5,5,4,4
ObjectId(58994b109bf56223b02b3a99),1,4,5,3,4,3,4
ObjectId(58994b109bf56223b02b3a9c),1,3,8,1,4,4,3
ObjectId(58994b109bf56223b02b3a9f),1,5,9,4,4,5,4
ObjectId(58994b109bf56223b02b3aa2),0,1,1,1,1,1,1
ObjectId(58994b109bf56223b02b3aa5),0,1,NaN,1,1,1,1
ObjectId(58994b109bf56223b02b3aa8),0,1,1,1,1,1,1
ObjectId(58994b109bf56223b02b3aab),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b109bf56223b02b3aae),1,4,10,0,5,4,3
ObjectId(58994b109bf56223b02b3ab1),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b109bf56223b02b3ab4),0,4,4,NaN,NaN,NaN,NaN
ObjectId(58994b109bf56223b02b3ab7),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994b109bf56223b02b3aba),1,4,9,4,4,5,4
ObjectId(58994b109bf56223b02b3abd),0,3,2,NaN,2,3,0
ObjectId(58994b109bf56223b02b3ac0),0,2,3,1,2,3,1
ObjectId(58994b109bf56223b02b3ac3),0,1,1,1,1,1,1
ObjectId(58994b109bf56223b02b3ac6),1,5,9,4,4,4,4
ObjectId(58994b109bf56223b02b3ac9),1,5,9,4,5,4,4
ObjectId(58994b109bf56223b02b3acc),1,5,9,3,5,4,4
ObjectId(58994b109bf56223b02b3acf),0,1,1,1,1,1,1
ObjectId(58994b109bf56223b02b3ad2),0,1,1,3,4,2,1
ObjectId(58994b109bf56223b02b3ad5),0,2,3,NaN,3,3,3
ObjectId(58994b109bf56223b02b3ad8),1,5,8,3,3,4,0
ObjectId(58994b109bf56223b02b3adb),0,4,4,3,4,5,5
ObjectId(58994b109bf56223b02b3ade),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b109bf56223b02b3ae1),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b109bf56223b02b3ae4),1,5,9,5,4,5,5
ObjectId(58994b109bf56223b02b3ae7),1,5,7,5,5,3,5
ObjectId(58994b109bf56223b02b3aea),1,3,6,3,4,1,4
ObjectId(58994b109bf56223b02b3aed),0,1,1,2,1,4,2
ObjectId(58994b109bf56223b02b3af0),1,5,10,4,4,4,0
ObjectId(58994b109bf56223b02b3af4),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994b109bf56223b02b3af6),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b109bf56223b02b3af9),0,2,3,3,1,5,1
ObjectId(58994b109bf56223b02b3afc),0,2,6,1,4,3,4
ObjectId(58994b109bf56223b02b3aff),1,5,9,5,5,4,5
ObjectId(58994b109bf56223b02b3b02),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b109bf56223b02b3b05),1,5,9,5,5,4,4
ObjectId(58994b109bf56223b02b3b08),1,4,9,4,5,5,4
ObjectId(58994b109bf56223b02b3b0b),0,3,4,1,5,3,3
ObjectId(58994b109bf56223b02b3b0e),1,5,10,5,5,5,5
ObjectId(58994b109bf56223b02b3b11),1,4,9,4,5,5,4
ObjectId(58994b109bf56223b02b3b14),1,4,7,3,4,3,3
ObjectId(58994b109bf56223b02b3b17),1,5,10,5,5,5,4
ObjectId(58994b109bf56223b02b3b1a),1,4,9,0,4,4,4
ObjectId(58994b109bf56223b02b3b1d),1,5,8,0,4,4,3
ObjectId(58994b109bf56223b02b3b20),1,5,9,3,5,5,4
ObjectId(58994b109bf56223b02b3b23),1,4,6,NaN,NaN,NaN,NaN
ObjectId(58994b109bf56223b02b3b26),1,4,7,4,5,5,3
ObjectId(58994b129bf56223b02b46bd),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b46c0),0,1,1,0,1,2,3
ObjectId(58994b129bf56223b02b46c3),0,3,6,2,4,3,2
ObjectId(58994b129bf56223b02b46c6),1,4,7,5,5,3,4
ObjectId(58994b129bf56223b02b46c9),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b46cc),1,5,10,0,5,5,5
ObjectId(58994b129bf56223b02b46cf),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b46d2),0,2,2,2,3,2,1
ObjectId(58994b129bf56223b02b46d5),0,2,3,4,4,2,1
ObjectId(58994b129bf56223b02b46d8),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b46db),0,2,4,5,4,4,4
ObjectId(58994b129bf56223b02b46de),0,1,1,NaN,1,1,NaN
ObjectId(58994b129bf56223b02b46e1),0,1,NaN,NaN,1,4,4
ObjectId(58994b129bf56223b02b46e4),0,3,2,2,1,3,3
ObjectId(58994b129bf56223b02b46e7),1,3,1,2,3,4,2
ObjectId(58994b129bf56223b02b46ea),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b129bf56223b02b46ed),1,4,6,NaN,4,4,4
ObjectId(58994b129bf56223b02b46f0),1,5,10,5,5,5,5
ObjectId(58994b129bf56223b02b46f4),1,4,10,4,5,4,4
ObjectId(58994b129bf56223b02b46f7),0,1,3,1,1,1,2
ObjectId(58994b129bf56223b02b46fa),1,5,10,5,5,5,5
ObjectId(58994b129bf56223b02b46fd),1,5,10,4,5,4,5
ObjectId(58994b129bf56223b02b4700),1,5,9,1,4,4,3
ObjectId(58994b129bf56223b02b4703),1,4,9,4,5,4,5
ObjectId(58994b129bf56223b02b4706),1,5,9,3,5,4,4
